event_ticker,event_title,away_team,home_team,game_classification
KXNCAAMBGAME-26MAR07CSFCSN,Cal State Fullerton at Cal State Northridge,Cal State Fullerton,Cal State Northridge,neither_mm
KXNCAAMBGAME-26JAN24AAMUTXSO,Alabama A&M at Texas Southern,Alabama A&M,Texas Southern,neither_mm
KXNCAAMBGAME-26JAN31HARVYALE,Harvard at Yale,Harvard,Yale,neither_mm
KXNCAAMBGAME-26FEB01NKUOAK,Northern Kentucky at Oakland,Northern Kentucky,Oakland,neither_mm
KXNCAAMBGAME-26MAR13DSUNCCU,Delaware St. at North Carolina Central,Delaware St.,North Carolina Central,neither_mm
KXNCAAMBGAME-26FEB12YSUOAK,Youngstown St. at Oakland,Youngstown St.,Oakland,neither_mm
KXNCAAMBGAME-26FEB04PEPPSEA,Pepperdine at Seattle,Pepperdine,Seattle,neither_mm
KXNCAAMBGAME-26JAN28XAVHALL,Xavier at Seton Hall,Xavier,Seton Hall,neither_mm
KXNCAAMBGAME-26JAN10SYRPITT,Syracuse at Pittsburgh,Syracuse,Pittsburgh,neither_mm
KXNCAAMBGAME-26JAN31ORSTUSD,Oregon St. at San Diego,Oregon St.,San Diego,neither_mm
KXNCAAMBGAME-26FEB28ACUVU,Abilene Christian at Utah Valley,Abilene Christian,Utah Valley,neither_mm
KXNCAAMBGAME-26FEB19UNHMASSL,New Hampshire at UMass Lowell,New Hampshire,UMass Lowell,neither_mm
KXNCAAMBGAME-26MAR09NICHUTRGV,Nicholls St. at UT Rio Grande Valley,Nicholls St.,UT Rio Grande Valley,neither_mm
KXNCAAMBGAME-26JAN21PITTBC,Pittsburgh at Boston College,Pittsburgh,Boston College,neither_mm
KXNCAAMBGAME-26MAR01SPCMRST,Saint Peter's at Marist,Saint Peter's,Marist,neither_mm
KXNCAAMBGAME-26FEB13YALEDART,Yale at Dartmouth,Yale,Dartmouth,neither_mm
KXNCAAMBGAME-26FEB21WYOGC,Wyoming at Grand Canyon,Wyoming,Grand Canyon,neither_mm
KXNCAAMBGAME-26MAR07USMAPP,Southern Miss at Appalachian St.,Southern Miss,Appalachian St.,neither_mm
KXNCAAMBGAME-26JAN31DEPXAV,DePaul at Xavier,DePaul,Xavier,neither_mm
KXNCAAMBGAME-26FEB01WICHTLSA,Wichita St. at Tulsa,Wichita St.,Tulsa,neither_mm
KXNCAAMBGAME-26FEB19WAGMHU,Wagner at Mercyhurst,Wagner,Mercyhurst,neither_mm
KXNCAAMBGAME-26FEB25LAFCOLG,Lafayette at Colgate,Lafayette,Colgate,neither_mm
KXNCAAMBGAME-26FEB26UNCOEWU,Northern Colorado at Eastern Washington,Northern Colorado,Eastern Washington,neither_mm
KXNCAAMBGAME-26JAN31UABUNT,UAB at North Texas,UAB,North Texas,neither_mm
KXNCAAMBGAME-26MAR07JVSTUTEP,Jacksonville St. at UTEP,Jacksonville St.,UTEP,neither_mm
KXNCAAMBGAME-26FEB07OHIOODU,Ohio at Old Dominion,Ohio,Old Dominion,neither_mm
KXNCAAMBGAME-26FEB21JVSTSHSU,Jacksonville St. at Sam Houston,Jacksonville St.,Sam Houston,neither_mm
KXNCAAMBGAME-26JAN11CHARRICE,Charlotte at Rice,Charlotte,Rice,neither_mm
KXNCAAMBGAME-26FEB21PEPPORST,Pepperdine at Oregon St.,Pepperdine,Oregon St.,neither_mm
KXNCAAMBGAME-26FEB03SIUELINW,SIU Edwardsville at Lindenwood,SIU Edwardsville,Lindenwood,neither_mm
KXNCAAMBGAME-26JAN17UNMSDSU,New Mexico at San Diego St.,New Mexico,San Diego St.,neither_mm
KXNCAAMBGAME-26JAN24CORHARV,Cornell at Harvard,Cornell,Harvard,neither_mm
KXNCAAMBGAME-26FEB09CARKUNA,Central Arkansas at North Alabama,Central Arkansas,North Alabama,neither_mm
KXNCAAMBGAME-26FEB20SHUFAIR,Sacred Heart at Fairfield,Sacred Heart,Fairfield,neither_mm
KXNCAAMBGAME-26FEB07TXSOFAMU,Texas Southern at Florida A&M,Texas Southern,Florida A&M,neither_mm
KXNCAAMBGAME-26FEB28SFPACCSU,St. Francis (PA) at Central Connecticut St.,St. Francis (PA),Central Connecticut St.,neither_mm
KXNCAAMBGAME-26FEB25UNLVGC,UNLV at Grand Canyon,UNLV,Grand Canyon,neither_mm
KXNCAAMBGAME-26JAN07OKLAMSST,Oklahoma at Mississippi St.,Oklahoma,Mississippi St.,neither_mm
KXNCAAMBGAME-26JAN24UALRUTM,Little Rock at Tennessee-Martin,Little Rock,Tennessee-Martin,neither_mm
KXNCAAMBGAME-26FEB07SHSULT,Sam Houston at Louisiana Tech,Sam Houston,Louisiana Tech,neither_mm
KXNCAAMBGAME-26FEB02SOUJKST,Southern University at Jackson St.,Southern University,Jackson St.,neither_mm
KXNCAAMBGAME-26JAN12GRAMFAMU,Grambling St. at Florida A&M,Grambling St.,Florida A&M,neither_mm
KXNCAAMBGAME-26FEB15INSTVALP,Indiana St. at Valparaiso,Indiana St.,Valparaiso,neither_mm
KXNCAAMBGAME-26JAN19ECSUNORF,Elizabeth City St. at Norfolk St.,Elizabeth City St.,Norfolk St.,neither_mm
KXNCAAMBGAME-26FEB19SIUETNTC,SIU Edwardsville at Tennessee Tech,SIU Edwardsville,Tennessee Tech,neither_mm
KXNCAAMBGAME-26FEB26DELJVST,Delaware at Jacksonville St.,Delaware,Jacksonville St.,neither_mm
KXNCAAMBGAME-26FEB15ILSTUIC,Illinois St. at UIC,Illinois St.,UIC,neither_mm
KXNCAAMBGAME-26MAR05WKUMOSU,Western Kentucky at Missouri St.,Western Kentucky,Missouri St.,neither_mm
KXNCAAMBGAME-26JAN28EVANDRKE,Evansville at Drake,Evansville,Drake,neither_mm
KXNCAAMBGAME-26FEB21UNDSDST,North Dakota at South Dakota St.,North Dakota,South Dakota St.,neither_mm
KXNCAAMBGAME-26JAN19LAMUNO,Lamar at New Orleans,Lamar,New Orleans,neither_mm
KXNCAAMBGAME-26MAR03SOUALST,Southern University at Alabama St.,Southern University,Alabama St.,neither_mm
KXNCAAMBGAME-26JAN24EKYJAC,Eastern Kentucky at Jacksonville,Eastern Kentucky,Jacksonville,neither_mm
KXNCAAMBGAME-26JAN21WSUUSD,Washington St. at San Diego,Washington St.,San Diego,neither_mm
KXNCAAMBGAME-26FEB25KSUCOLO,Kansas St. at Colorado,Kansas St.,Colorado,neither_mm
KXNCAAMBGAME-26JAN15TARLSUU,Tarleton St. at Southern Utah,Tarleton St.,Southern Utah,neither_mm
KXNCAAMBGAME-26FEB11LMUPAC,Loyola Marymount at Pacific,Loyola Marymount,Pacific,neither_mm
KXNCAAMBGAME-26MAR08NWSTNICH,Northwestern St. at Nicholls St.,Northwestern St.,Nicholls St.,neither_mm
KXNCAAMBGAME-26FEB07CHSNHC,Chicago St. at New Haven,Chicago St.,New Haven,neither_mm
KXNCAAMBGAME-26JAN29FAUMEM,Florida Atlantic at Memphis,Florida Atlantic,Memphis,neither_mm
KXNCAAMBGAME-26MAR07BSUCSU,Boise St. at Colorado St.,Boise St.,Colorado St.,neither_mm
KXNCAAMBGAME-26FEB26MOREUALR,Morehead St. at Little Rock,Morehead St.,Little Rock,neither_mm
KXNCAAMBGAME-26JAN28AMERLMD,American at Loyola Maryland,American,Loyola Maryland,neither_mm
KXNCAAMBGAME-26FEB11WAKEGT,Wake Forest at Georgia Tech,Wake Forest,Georgia Tech,neither_mm
KXNCAAMBGAME-26FEB05UNFUWGA,North Florida at West Georgia,North Florida,West Georgia,neither_mm
KXNCAAMBGAME-26FEB09TXSOCOOK,Texas Southern at Bethune-Cookman,Texas Southern,Bethune-Cookman,neither_mm
KXNCAAMBGAME-26FEB26EIULINW,Eastern Illinois at Lindenwood,Eastern Illinois,Lindenwood,neither_mm
KXNCAAMBGAME-26FEB11BUFFBALL,Buffalo at Ball St.,Buffalo,Ball St.,neither_mm
KXNCAAMBGAME-26MAR03TOWSSTON,Towson at Stony Brook,Towson,Stony Brook,neither_mm
KXNCAAMBGAME-26FEB22PFWCLEV,Purdue Fort Wayne at Cleveland St.,Purdue Fort Wayne,Cleveland St.,neither_mm
KXNCAAMBGAME-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine,Cal State Bakersfield,UC Irvine,neither_mm
KXNCAAMBGAME-26FEB12PRSTNAU,Portland St. at Northern Arizona,Portland St.,Northern Arizona,neither_mm
KXNCAAMBGAME-26JAN24UCSBLBSU,UC Santa Barbara at Long Beach St.,UC Santa Barbara,Long Beach St.,neither_mm
KXNCAAMBGAME-26FEB21DAVFOR,Davidson at Fordham,Davidson,Fordham,neither_mm
KXNCAAMBGAME-26JAN22FGCUPEAY,Florida Gulf Coast at Austin Peay,Florida Gulf Coast,Austin Peay,neither_mm
KXNCAAMBGAME-26FEB28UTUSUU,Utah Tech at Southern Utah,Utah Tech,Southern Utah,neither_mm
KXNCAAMBGAME-26FEB19FDUCHS,FDU at Chicago St.,FDU,Chicago St.,neither_mm
KXNCAAMBGAME-26JAN15ARSTUSA,Arkansas St. at South Alabama,Arkansas St.,South Alabama,neither_mm
KXNCAAMBGAME-26FEB12UVUUTU,Utah Valley at Utah Tech,Utah Valley,Utah Tech,neither_mm
KXNCAAMBGAME-26MAR21UNCWDAY,UNC Wilmington at Dayton,UNC Wilmington,Dayton,neither_mm
KXNCAAMBGAME-26FEB07SEAPORT,Seattle at Portland,Seattle,Portland,neither_mm
KXNCAAMBGAME-26FEB07CPUCD,Cal Poly at UC Davis,Cal Poly,UC Davis,neither_mm
KXNCAAMBGAME-26MAR06PORTWSU,Portland at Washington St.,Portland,Washington St.,neither_mm
KXNCAAMBGAME-26FEB07LAFARMY,Lafayette at Army,Lafayette,Army,neither_mm
KXNCAAMBGAME-26MAR06WMUKENT,Western Michigan at Kent St.,Western Michigan,Kent St.,neither_mm
KXNCAAMBGAME-26MAR04MINNIND,Minnesota at Indiana,Minnesota,Indiana,neither_mm
KXNCAAMBGAME-26MAR05GASOARST,Georgia Southern at Arkansas St.,Georgia Southern,Arkansas St.,neither_mm
KXNCAAMBGAME-26FEB21MRSHCCAR,Marshall at Coastal Carolina,Marshall,Coastal Carolina,neither_mm
KXNCAAMBGAME-26JAN31DARTBRWN,Dartmouth at Brown,Dartmouth,Brown,neither_mm
KXNCAAMBGAME-26MAR18KENTILST,Kent St. at Illinois St.,Kent St.,Illinois St.,neither_mm
KXNCAAMBGAME-26FEB15IUINPFW,IU Indy at Purdue Fort Wayne,IU Indy,Purdue Fort Wayne,neither_mm
KXNCAAMBGAME-26MAR02ETAMAMCC,East Texas A&M at Texas A&M-Corpus Christi,East Texas A&M,Texas A&M-Corpus Christi,neither_mm
KXNCAAMBGAME-26FEB25WOFETSU,Wofford at East Tennessee St.,Wofford,East Tennessee St.,neither_mm
KXNCAAMBGAME-26FEB25MERWCU,Mercer at Western Carolina,Mercer,Western Carolina,neither_mm
KXNCAAMBGAME-26MAR07FAUWICH,Florida Atlantic at Wichita St.,Florida Atlantic,Wichita St.,neither_mm
KXNCAAMBGAME-26MAR07AFANEV,Air Force at Nevada,Air Force,Nevada,neither_mm
KXNCAAMBGAME-26FEB27BRWNCLMB,Brown at Columbia,Brown,Columbia,neither_mm
KXNCAAMBGAME-26JAN21COLGAMER,Colgate at American,Colgate,American,neither_mm
KXNCAAMBGAME-26FEB28LIBJVST,Liberty at Jacksonville St.,Liberty,Jacksonville St.,neither_mm
KXNCAAMBGAME-26MAR01MURRBRAD,Murray St. at Bradley,Murray St.,Bradley,neither_mm
KXNCAAMBGAME-26FEB24WMUBGSU,Western Michigan at Bowling Green,Western Michigan,Bowling Green,neither_mm
KXNCAAMBGAME-26MAR07UCSDUCSB,UC San Diego at UC Santa Barbara,UC San Diego,UC Santa Barbara,neither_mm
KXNCAAMBGAME-26JAN29UNCWTOWS,UNC Wilmington at Towson,UNC Wilmington,Towson,neither_mm
KXNCAAMBGAME-26MAR05LINWSEMO,Lindenwood at Southeast Missouri St.,Lindenwood,Southeast Missouri St.,neither_mm
KXNCAAMBGAME-26FEB11EMUKENT,Eastern Michigan at Kent St.,Eastern Michigan,Kent St.,neither_mm
KXNCAAMBGAME-26FEB02NICHNWST,Nicholls St. at Northwestern St.,Nicholls St.,Northwestern St.,neither_mm
KXNCAAMBGAME-26FEB11MRSHODU,Marshall at Old Dominion,Marshall,Old Dominion,neither_mm
KXNCAAMBGAME-26JAN23FGCULIP,Florida Gulf Coast at Lipscomb,Florida Gulf Coast,Lipscomb,neither_mm
KXNCAAMBGAME-26MAR05DSUUMES,Delaware St. at Maryland-Eastern Shore,Delaware St.,Maryland-Eastern Shore,neither_mm
KXNCAAMBGAME-26FEB01SHUMRMK,Sacred Heart at Merrimack,Sacred Heart,Merrimack,neither_mm
KXNCAAMBGAME-26FEB01SPCRID,Saint Peter's at Rider,Saint Peter's,Rider,neither_mm
KXNCAAMBGAME-26FEB04LIBDEL,Liberty at Delaware,Liberty,Delaware,neither_mm
KXNCAAMBGAME-26MAR18SHSUUNM,Sam Houston at New Mexico,Sam Houston,New Mexico,neither_mm
